Đường,Phường,Quận/Huyện,Thành phố,duration_days,price,acreage,package,category,public_date,expired_date,ad_type,target_renter
Bắc Hải,Phường 15,Quận 10,Hồ Chí Minh,5,5, 25m,Tin miễn phí,Phòng trọ Quận 10,31/10/2024 11:28,05/11/2024 11:28,Phòng trọ,Tất cả
427 Điện Biên Phủ,Quận Bình Thạnh,Hồ Chí Minh,,5,2.2, 25m,Tin miễn phí,Tìm người ở ghép Quận Bình Thạnh,31/10/2024 11:29,05/11/2024 11:29,Tìm người ở ghép,Nữ
Đường Bắc Hải,Phường 15,Quận 10,Hồ Chí Minh,5,5, 26m,Tin miễn phí,Phòng trọ Quận 10,31/10/2024 11:33,05/11/2024 11:33,Phòng trọ,Tất cả
Phạm Văn Chiêu,Phường 9,Quận Gò Vấp,Hồ Chí Minh,4,10, 48m,Tin miễn phí,Cho thuê nhà Quận Gò Vấp,31/10/2024 11:40,05/11/2024 00:12,Nhà thuê nguyên căn,Tất cả
Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Hồ Chí Minh,3,8.5, 56m,Tin miễn phí,Cho thuê nhà Quận Gò Vấp,31/10/2024 11:40,04/11/2024 11:34,Nhà thuê nguyên căn,Tất cả
Nguyễn Ảnh Thủ,Phường Hiệp Thành,Quận 12,Hồ Chí Minh,3,10, 112m,Tin miễn phí,Cho thuê nhà Quận 12,31/10/2024 11:40,04/11/2024 09:14,Nhà thuê nguyên căn,Tất cả
Đường Phạm Văn Chiêu,Phường 9,Quận Gò Vấp,Hồ Chí Minh,3,10, 48m,Tin miễn phí,Cho thuê nhà Quận Gò Vấp,31/10/2024 11:40,04/11/2024 09:09,Nhà thuê nguyên căn,Tất cả
Đường Bắc Hải,Phường 15,Quận 10,Hồ Chí Minh,5,4.9, 28m,Tin miễn phí,Phòng trọ Quận 10,31/10/2024 11:48,05/11/2024 11:48,Phòng trọ,Tất cả
Đường số 29,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,4,3.3, 35m,Tin thường,Phòng trọ Quận 2,31/10/2024 12:01,05/11/2024 11:21,Phòng trọ,Tất cả
108/27 Võ Duy Ninh,Phường 22,Quận Bình Thạnh,Hồ Chí Minh,5,6, 18m,Tin thường,Cho thuê nhà Quận Bình Thạnh,31/10/2024 12:05,05/11/2024 12:05,Nhà thuê nguyên căn,Tất cả
80/18 Thạnh Xuân 52,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh,,3.5, 25m,Tin thường,Phòng trọ Quận 12,31/10/2024 12:14,,Phòng trọ,Tất cả
Đường số 6,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,5,6.8, 35m,Tin thường,Cho thuê căn hộ dịch vụ Thủ Đức,31/10/2024 12:19,05/11/2024 12:19,Cho thuê căn hộ dịch vụ,Tất cả
Đường Nguyễn Văn Đậu,Phường 6,Quận Bình Thạnh,Hồ Chí Minh,5,5.2, 35m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,31/10/2024 12:20,05/11/2024 12:20,Cho thuê căn hộ dịch vụ,Tất cả
Đường Quốc Lộ 13,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,2,6, 35m,Tin thường,Cho thuê căn hộ mini Thủ Đức,31/10/2024 12:20,02/11/2024 22:36,Cho thuê căn hộ mini,Tất cả
Lê Lợi,Phường Hòa Phú,Thành phố Thủ Dầu Một,Bình Dương,5,9, 100m,Tin miễn phí,Cho thuê mặt bằng Thành phố Thủ Dầu Một,31/10/2024 15:12,05/11/2024 15:12,Cho thuê mặt bằng,Tất cả
35CL,Phường Cát Lái,Quận 2,Hồ Chí Minh,0,5.5, 35m,Tin thường,Phòng trọ Quận 2,31/10/2024 15:11,01/11/2024 09:29,Phòng trọ,Tất cả
Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Hồ Chí Minh,0,6, 35m,Tin miễn phí,Cho thuê căn hộ Quận 7,31/10/2024 10:28,01/11/2024 03:34,Cho thuê căn hộ,Tất cả
160 Nguyễn Trọng Tuyển,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,,3.5, 20m,Tin thường,Phòng trọ Quận Phú Nhuận,31/10/2024 10:20,,Phòng trọ,Tất cả
Đường D1,Phường Tân Hưng,Quận 7,Hồ Chí Minh,0,6, 35m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 10:28,01/11/2024 03:42,Cho thuê căn hộ dịch vụ,Tất cả
Lữ Gia,Phường 15,Quận 11,Hồ Chí Minh,5,5.2, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận 11,31/10/2024 15:15,05/11/2024 15:15,Cho thuê căn hộ dịch vụ,Tất cả
Hoàng Văn Thụ,Phường 8,Quận Phú Nhuận,Hồ Chí Minh,5,21, 130m,Tin miễn phí,Cho thuê căn hộ Quận Phú Nhuận,31/10/2024 10:27,05/11/2024 10:27,Cho thuê căn hộ,Tất cả
Huỳnh Khương An,Phường 5,Quận Gò Vấp,Hồ Chí Minh,5,3.2, 20m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 10:25,05/11/2024 10:25,Phòng trọ,Tất cả
Đường Cộng Hòa,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,4.2, 30m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 15:16,05/11/2024 15:16,Phòng trọ,Tất cả
Nguyễn Trọng Tuyển,Phường 8,Quận Phú Nhuận,Hồ Chí Minh,,3.5, 18m,Tin thường,Phòng trọ Quận Phú Nhuận,31/10/2024 10:19,,Phòng trọ,Tất cả
129 Đường số 79,Phường Tân Quy,Quận 7,Hồ Chí Minh,1,6, 35m,Tin miễn phí,Phòng trọ Quận 7,31/10/2024 10:28,01/11/2024 11:12,Phòng trọ,Tất cả
Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,1,6, 40m,Tin miễn phí,Phòng trọ Quận 7,31/10/2024 10:28,01/11/2024 10:42,Phòng trọ,Tất cả
Lê Đại Hành,Phường 11,Quận 11,Hồ Chí Minh,7,1.8, 35m,Tin thường,Phòng trọ Quận 11,31/10/2024 10:37,07/11/2024 10:37,Phòng trọ,Tất cả
Đường Tỉnh Lộ 10,Phường Bình Trị Đông B,Quận Bình Tân,Hồ Chí Minh,5,4.5, 30m,Tin miễn phí,Phòng trọ Quận Bình Tân,31/10/2024 10:39,05/11/2024 10:39,Phòng trọ,Tất cả
111 Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,Hà Nội,6,3.7, 28m,Tin thường,Cho thuê căn hộ mini Quận Thanh Xuân,31/10/2024 10:41,06/11/2024 11:37,Cho thuê căn hộ mini,Tất cả
20 Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,6,5.5, 35m,Tin thường,Cho thuê căn hộ Quận Cầu Giấy,31/10/2024 10:41,06/11/2024 11:36,Cho thuê căn hộ,Tất cả
1096 Đường Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,6,2.3, 20m,Tin thường,Phòng trọ Quận Đống Đa,31/10/2024 10:41,06/11/2024 11:36,Phòng trọ,Tất cả
73 Hoàng Ngân,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,6,5.5, 35m,Tin thường,Cho thuê căn hộ mini Quận Thanh Xuân,31/10/2024 10:41,06/11/2024 11:35,Cho thuê căn hộ mini,Tất cả
Đường Cách Mạng Tháng Tám,Quận 10,Hồ Chí Minh,,5,5.5, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận 10,31/10/2024 10:59,05/11/2024 10:59,Cho thuê căn hộ dịch vụ,Tất cả
Lê Hữu Kiều,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,,3.8, 25m,Tin miễn phí,Phòng trọ Quận 2,31/10/2024 13:46,,Phòng trọ,Tất cả
Đường số 42,Phường Tân Quy,Quận 7,Hồ Chí Minh,4,5.2, 35m,Tin thường,Cho thuê căn hộ mini Quận 7,31/10/2024 19:34,05/11/2024 14:10,Cho thuê căn hộ mini,Tất cả
16 Tứ Liên,Phường Tứ Liên,Quận Tây Hồ,Hà Nội,5,3.2, 20m,Tin thường,Phòng trọ Quận Tây Hồ,31/10/2024 19:13,06/11/2024 08:20,Phòng trọ,Tất cả
Đường số 35CL,Phường Cát Lái,Quận 2,Hồ Chí Minh,2,6.5, 60m,Tin thường,Cho thuê căn hộ Quận 2,31/10/2024 15:11,02/11/2024 16:47,Cho thuê căn hộ,Tất cả
Nguyễn Văn Linh,Phường Tân Phong,Quận 7,Hồ Chí Minh,5,7.5, 35m,Tin miễn phí,Cho thuê căn hộ Quận 7,31/10/2024 19:30,05/11/2024 19:30,Cho thuê căn hộ,Tất cả
Đường Phạm Thái Bường,Phường Tân Phong,Quận 7,Hồ Chí Minh,4,8, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 20:05,05/11/2024 14:03,Cho thuê căn hộ dịch vụ,Tất cả
Đường Quang Trung,Phường 10,Quận Gò Vấp,Hồ Chí Minh,5,6.5, 40m,Tin thường,Cho thuê căn hộ mini Quận Gò Vấp,31/10/2024 19:33,05/11/2024 19:33,Cho thuê căn hộ mini,Tất cả
Hoàng Việt,Phường 4,Quận Tân Bình,Hồ Chí Minh,5,13.5, 30m,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình,31/10/2024 14:12,05/11/2024 14:12,Cho thuê căn hộ mini,Tất cả
Trần Xuân Soạn,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,5,12, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 14:15,05/11/2024 14:15,Cho thuê căn hộ dịch vụ,Tất cả
212A Đường Bình Trị Đông,Phường Bình Trị Đông,Quận Bình Tân,Hồ Chí Minh,5,1.8, 20m,Tin miễn phí,Phòng trọ Quận Bình Tân,31/10/2024 14:17,05/11/2024 14:17,Phòng trọ,Tất cả
47 Đường Lý Thái Tổ,Phường 1,Quận 10,Hồ Chí Minh,5,6, 25m,Tin thường,Phòng trọ Quận 10,31/10/2024 14:26,05/11/2024 14:26,Phòng trọ,Tất cả
Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,4,6, 35m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 14:09,04/11/2024 22:09,Cho thuê căn hộ dịch vụ,Tất cả
Trường Chinh,Phường 14,Quận Tân Bình,Hồ Chí Minh,,3.5, 22m,Tin miễn phí,Phòng trọ Quận Tân Bình,31/10/2024 14:26,,Phòng trọ,Tất cả
682/11 Đường Âu Cơ,Phường 14,Quận Tân Bình,Hồ Chí Minh,1,1.5, 12m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 14:10,02/11/2024 07:51,Phòng trọ,Tất cả
Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,5,13, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,31/10/2024 14:11,05/11/2024 14:11,Cho thuê căn hộ dịch vụ,Tất cả
Đường Phan Huy Ích,Phường 15,Quận Tân Bình,Hồ Chí Minh,4,10, 94m,Tin miễn phí,Cho thuê căn hộ Quận Tân Bình,30/10/2024 09:35,04/11/2024 09:34,Cho thuê căn hộ,Tất cả
Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,Hồ Chí Minh,,8, 80m,Tin miễn phí,Cho thuê căn hộ Quận 12,30/10/2024 09:35,,Cho thuê căn hộ,Tất cả
105/32 Đường Nguyễn Thị Tú,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,5,2.6, 25m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 09:36,04/11/2024 09:36,Phòng trọ,Tất cả
Đường Hồ Văn Long,Phường Tân Tạo,Quận Bình Tân,Hồ Chí Minh,5,2.3, 22m,Tin thường,Phòng trọ Quận Bình Tân,30/10/2024 09:37,04/11/2024 09:37,Phòng trọ,Tất cả
Đường Nguyễn Sỹ Sách,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,3, 25m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 09:43,04/11/2024 09:43,Phòng trọ,Tất cả
Đường số 19/5,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,10,2.7, 28m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 09:57,09/11/2024 09:57,Phòng trọ,Tất cả
110 Đường An Nhơn,Phường 17,Quận Gò Vấp,Hồ Chí Minh,5,4, 20m,Tin miễn phí,Phòng trọ Quận Gò Vấp,30/10/2024 10:06,04/11/2024 10:06,Phòng trọ,Tất cả
Đường Cách Mạng Tháng Tám,Phường 13,Quận 10,Hồ Chí Minh,5,4.8, 30m,Tin thường,Phòng trọ Quận 10,30/10/2024 10:09,04/11/2024 10:09,Phòng trọ,Tất cả
53/26 Đường Nguyễn Hồng Đào,Phường 14,Quận Tân Bình,Hồ Chí Minh,4,3.9, 24m,Tin miễn phí,Phòng trọ Quận Tân Bình,30/10/2024 15:21,04/11/2024 13:26,Phòng trọ,Tất cả
Phan Đăng Lưu,Phường 5,Quận Phú Nhuận,Hồ Chí Minh,5,6.2, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,30/10/2024 15:42,04/11/2024 15:42,Cho thuê căn hộ dịch vụ,Tất cả
Đường số 28,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,5,4.5, 30m,Tin thường,Phòng trọ Thủ Đức,30/10/2024 16:02,04/11/2024 16:02,Phòng trọ,Tất cả
1/37 Đường Huỳnh Lan Khanh,Phường 2,Quận Tân Bình,Hồ Chí Minh,5,1.5, 100m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 15:23,04/11/2024 15:23,Phòng trọ,Tất cả
Lâm Văn Bền,Phường Bình Thuận,Quận 7,Hồ Chí Minh,5,6.5, 50m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7,30/10/2024 15:51,04/11/2024 15:51,Cho thuê căn hộ dịch vụ,Tất cả
Lê Đức Thọ,Phường 6,Quận Gò Vấp,Hồ Chí Minh,2,4.1, 20m,Tin thường,Phòng trọ Quận Gò Vấp,30/10/2024 16:04,02/11/2024 09:13,Phòng trọ,Tất cả
Đường số 35CL,Phường Cát Lái,Quận 2,Hồ Chí Minh,2,3, 18m,Tin thường,Phòng trọ Quận 2,30/10/2024 15:50,02/11/2024 09:35,Phòng trọ,Tất cả
35 Phú Thuận,Phường Tân Phú,Quận 7,Hồ Chí Minh,7,2.6, 35m,Tin thường,Phòng trọ Quận 7,30/10/2024 15:59,06/11/2024 15:59,Phòng trọ,Tất cả
Quang Trung,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,5,3, 17m,Tin miễn phí,Phòng trọ Quận Hoàn Kiếm,30/10/2024 16:33,04/11/2024 16:33,Phòng trọ,Tất cả
Hẻm 166 Đường Hồ Bá Kiện,Phường 15,Quận 10,Hồ Chí Minh,5,4.5, 28m,Tin thường,Phòng trọ Quận 10,30/10/2024 16:31,04/11/2024 16:31,Phòng trọ,Tất cả
52 ngõ 435 Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,5,4.5, 36m,Tin miễn phí,Cho thuê căn hộ mini Quận Bắc Từ Liêm,30/10/2024 16:24,04/11/2024 16:24,Cho thuê căn hộ mini,Tất cả
Đường Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,2,8, 50m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,30/10/2024 16:15,02/11/2024 01:01,Cho thuê căn hộ dịch vụ,Tất cả
khu dân cư bảo anh Thạnh Lộc 26,Phường Thạnh Lộc,Quận 12,Hồ Chí Minh,7,1.3, 35m,Tin thường,Phòng trọ Quận 12,30/10/2024 16:07,06/11/2024 16:07,Phòng trọ,Tất cả
Bình Lợi,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,5,6.95, 35m,Tin thường,Cho thuê căn hộ mini Quận Bình Thạnh,30/10/2024 16:22,04/11/2024 16:22,Cho thuê căn hộ mini,Tất cả
Đường Quang Trung,Phường 11,Quận Gò Vấp,Hồ Chí Minh,5,4.1, 20m,Tin thường,Phòng trọ Quận Gò Vấp,30/10/2024 16:09,04/11/2024 16:09,Phòng trọ,Tất cả
Đường Dương Bá Trạc,Phường 1,Quận 8,Hồ Chí Minh,,6.2, 30m,Tin thường,Phòng trọ Quận 8,30/10/2024 16:15,,Phòng trọ,Tất cả
215a Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Hồ Chí Minh,6,1.6, 35m,Tin thường,Phòng trọ Quận Bình Thạnh,30/10/2024 12:17,05/11/2024 16:01,Phòng trọ,Tất cả
102 Đường Lê Văn Thọ,Phường 11,Quận Gò Vấp,Hồ Chí Minh,5,3.5, 25m,Tin miễn phí,Phòng trọ Quận Gò Vấp,30/10/2024 12:21,04/11/2024 12:21,Phòng trọ,Tất cả
483 Lạc Long Quân,Phường 5,Quận 11,Hồ Chí Minh,1,5, 25m,Tin thường,Phòng trọ Quận 11,30/10/2024 12:38,01/11/2024 11:11,Phòng trọ,Tất cả
Đường Bùi Văn Ba,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,6,1.8, 12m,Tin thường,Phòng trọ Quận 7,30/10/2024 13:06,06/11/2024 13:05,Phòng trọ,Tất cả
257/12 Lý Thường Kiệt,Phường 15,Quận 11,Hồ Chí Minh,2,6.8, 40m,Tin thường,Cho thuê mặt bằng Quận 11,30/10/2024 13:24,02/11/2024 08:29,Cho thuê mặt bằng,Tất cả
198 Đường Đỗ Xuân Hợp,Phường Phước Long A,Quận 9,Hồ Chí Minh,5,2.6, 25m,Tin thường,Phòng trọ Quận 9,30/10/2024 13:48,04/11/2024 13:48,Phòng trọ,Tất cả
Đường Hoàng Mai,Phường Vĩnh Hưng,Quận Hoàng Mai,Hà Nội,5,8, 87m,Tin miễn phí,Phòng trọ Quận Hoàng Mai,30/10/2024 13:50,04/11/2024 13:50,Phòng trọ,Tất cả
Đường Dương Bá Trạc,Phường 4,Quận 8,Hồ Chí Minh,5,6, 34m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 8,30/10/2024 14:02,04/11/2024 14:02,Cho thuê căn hộ dịch vụ,Tất cả
Phan Văn Trị,Phường 11,Quận Bình Thạnh,Hồ Chí Minh,5,6.3, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,31/10/2024 00:16,05/11/2024 00:16,Cho thuê căn hộ dịch vụ,Tất cả
Hai Bà Trưng,Phường Bến Thành,Quận 1,Hồ Chí Minh,5,7, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1,31/10/2024 01:31,05/11/2024 01:31,Cho thuê căn hộ dịch vụ,Tất cả
310 Phạm Văn Chiêu,Phường 9,Quận Gò Vấp,Hồ Chí Minh,,3.9, 25m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 00:04,,Phòng trọ,Tất cả
50 Đường số 7,Phường 10,Quận Gò Vấp,Hồ Chí Minh,,4.6, 20m,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp,31/10/2024 00:03,,Cho thuê căn hộ dịch vụ,Tất cả
Đường số 28,Phường Tân Quy,Quận 7,Hồ Chí Minh,5,4, 30m,Tin thường,Phòng trọ Quận 7,31/10/2024 00:48,05/11/2024 00:48,Phòng trọ,Tất cả
23 Nguyễn Hiến Lê,Phường 13,Quận Tân Bình,Hồ Chí Minh,4,2.2, 21m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 22:40,04/11/2024 22:39,Phòng trọ,Tất cả
281 Lý Thường Kiệt,Phường 14,Quận 10,Hồ Chí Minh,5,5.2, 25m,Tin thường,Phòng trọ Quận 10,30/10/2024 22:55,04/11/2024 22:55,Phòng trọ,Tất cả
14 Đường Nguyễn Văn Lượng,Phường 6,Quận Gò Vấp,Hồ Chí Minh,5,3.6, 30m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 00:04,05/11/2024 00:04,Phòng trọ,Tất cả
83/49/4 Đường Trương Đăng Quế,Phường 3,Quận Gò Vấp,Hồ Chí Minh,2,1.65, 30m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 06:34,02/11/2024 09:11,Phòng trọ,Tất cả
Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Hồ Chí Minh,4,4.7, 55m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân,31/10/2024 06:42,04/11/2024 17:19,Cho thuê căn hộ dịch vụ,Tất cả
Tên Lửa,Phường An Lạc A,Quận Bình Tân,Hồ Chí Minh,4,4.8, 35m,Tin thường,Cho thuê căn hộ mini Quận Bình Tân,31/10/2024 06:42,04/11/2024 17:20,Cho thuê căn hộ mini,Tất cả
13/15 Phố số 36,Phường Tân Quy,Quận 7,Hồ Chí Minh,4,4.8, 25m,Tin miễn phí,Phòng trọ Quận 7,31/10/2024 07:23,05/11/2024 07:13,Phòng trọ,Tất cả
Đường Điện Biên Phủ,Phường 11,Quận 10,Hồ Chí Minh,,6.5, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 10,31/10/2024 01:31,,Cho thuê căn hộ dịch vụ,Tất cả
Đường Nguyễn Văn Linh,Phường Tân Phú,Quận 7,Hồ Chí Minh,5,1.6, 80m,Tin thường,Phòng trọ Quận 7,31/10/2024 03:42,05/11/2024 03:42,Phòng trọ,Tất cả
Đường Bình Trị Đông,Phường Bình Trị Đông A,Quận Bình Tân,Hồ Chí Minh,4,4.3, 45m,Tin thường,Phòng trọ Quận Bình Tân,31/10/2024 06:42,04/11/2024 17:18,Phòng trọ,Tất cả
57/55/19 Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Hồ Chí Minh,1,3, 16m,Tin thường,Phòng trọ Quận Bình Thạnh,31/10/2024 07:19,01/11/2024 09:41,Phòng trọ,Tất cả
487 Đường Cộng Hòa,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,3.7, 25m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 20:04,04/11/2024 20:04,Phòng trọ,Tất cả
332 Đường Độc Lập,Phường Tân Quý,Quận Tân Phú,Hồ Chí Minh,5,3.6, 20m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 20:05,04/11/2024 20:05,Phòng trọ,Tất cả
Trần Quý Cáp,Phường 11,Quận Bình Thạnh,Hồ Chí Minh,5,5.5, 25m,Tin miễn phí,Phòng trọ Quận Bình Thạnh,30/10/2024 20:05,04/11/2024 20:05,Phòng trọ,Tất cả
1.74 Đường Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,5,3.5, 20m,Tin thường,Phòng trọ Quận Bình Thạnh,30/10/2024 20:34,04/11/2024 20:34,Phòng trọ,Tất cả
Đường Cách Mạng Tháng Tám,Phường 7,Quận 10,Hồ Chí Minh,3,7.5, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 10,30/10/2024 21:04,02/11/2024 22:13,Cho thuê căn hộ dịch vụ,Tất cả
54 Chợ Lớn,Phường 11,Quận 6,Hồ Chí Minh,5,0.000675, 30m,Tin miễn phí,Tìm người ở ghép Quận 6,30/10/2024 21:05,04/11/2024 21:05,Tìm người ở ghép,Nam
Đường Nam Kỳ Khởi Nghĩa,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,3,8.5, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3,30/10/2024 21:05,02/11/2024 22:03,Cho thuê căn hộ dịch vụ,Tất cả
Tô Hiến Thành,Phường 13,Quận 10,Hồ Chí Minh,,6, 30m,Tin thường,Cho thuê căn hộ mini Quận 10,30/10/2024 21:05,,Cho thuê căn hộ mini,Tất cả
5/3A Đại Lộ Bình dương,phường bình hòa,Thành phố Thuận An,"Bình dương Đường Quốc Lộ 13, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",2,0.8, 20m,Tin thường,Phòng trọ Thành phố Thuận An,30/10/2024 18:32,02/11/2024 10:48,Phòng trọ,Tất cả
Kinh Dương Vương,Phường 13,Quận 6,Hồ Chí Minh,,3.4, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận 6,30/10/2024 16:45,,Cho thuê căn hộ dịch vụ,Tất cả
Kinh Dương Vương,Phường 12,Quận 6,Hồ Chí Minh,5,3.5, 28m,Tin thường,Phòng trọ Quận 6,30/10/2024 16:46,04/11/2024 16:46,Phòng trọ,Tất cả
Đường CN1,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,5,2.6, 25m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 17:04,04/11/2024 17:04,Phòng trọ,Tất cả
53/34/97 Đường Bình Lợi,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,5,2.4, 16m,Tin thường,Phòng trọ Quận Bình Thạnh,30/10/2024 17:59,04/11/2024 17:59,Phòng trọ,Tất cả
Đường Bờ Bao Tân Thắng,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,3,2.9, 28m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 16:46,02/11/2024 17:07,Phòng trọ,Tất cả
257/12 Phố Lý Thường Kiệt,Phường 15,Quận 11,Hồ Chí Minh,13,4.2, 20m,Tin thường,Phòng trọ Quận 11,30/10/2024 17:32,13/11/2024 13:24,Phòng trọ,Tất cả
280 Đường CN1,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,5,2.5, 20m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 17:04,04/11/2024 17:04,Phòng trọ,Tất cả
55 Đường D10,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,5,2, 20m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 19:50,04/11/2024 19:50,Phòng trọ,Nữ
142/44 Đường Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,Hồ Chí Minh,5,3.8, 26m,Tin thường,Phòng trọ Quận 7,30/10/2024 20:02,04/11/2024 20:02,Phòng trọ,Tất cả
